Qbin,mean,std,median,mad
-39,-57.42125598329339,67.25121392670883,-72.33716000520477,41.3474274770758
-38,13.76636286344431,33.972885888827165,20.031273435598315,31.19394052554523
-37,1.0851708005723582,25.293709874998562,-3.1362523873084642,19.39670434596073
-36,-0.8922180289634091,20.570669099728327,0.28147990883632,13.537683860940653
-35,0.5911835501071014,19.20753381526783,0.9851955813550113,11.320373145996726
-34,-0.47700428334489225,20.614029560143294,-0.3217670096295198,11.391856012415715
-33,-0.3490822992027934,22.762225657697957,1.5701021928229744,17.31951117287158
-32,-0.017783540815107152,26.333710484462422,-0.5262612200661398,17.702032735342875
-31,0.8857796113219222,27.775275416985128,2.51736680330266,21.45276718900825
-30,-0.9089930184574164,26.668742078782874,-1.4813555590193026,18.65788386147825
-29,0.5372436073449527,28.010131058799825,-0.4150868404295789,16.682576737604187
-28,-0.4830528732081183,29.623087520735062,-1.356806479364808,19.191977367774186
-27,0.5030752784655279,27.889333544903916,1.6588781857606405,19.100208750146983
-26,0.46597227774770256,28.353537856829448,-1.2649027268990916,18.518174686343784
-25,0.07640392000297919,27.096941081894432,0.8210382827409702,17.883218996517343
-24,-0.9886688663608545,26.400549085796968,-2.5270665035134146,18.066406195189813
-23,0.2361222160005164,28.043022641996664,-0.14543281938613206,18.518057996838422
-22,-0.07294317232867775,28.349855457663512,-0.8276328514266651,21.346683126206003
-21,0.18019025366591856,29.03391860626256,-0.7618823594126627,18.342136644098982
-20,0.027063087501469275,27.621389026024428,1.8175727568664137,17.270346099484726
-19,0.3300405576877575,27.46659297884165,0.7596212184803459,18.84798702078686
-18,0.008721609081831132,27.641787531724102,-0.5578412047293613,18.5138089966191
-17,-0.1265579109360666,29.999273655616392,-1.28519709328584,19.814471035057554
-16,-0.3115625572187367,32.314158435555385,-1.2893967703899842,21.427083749668334
-15,0.12283912776719985,30.527583398948824,1.3926088093928108,20.072457793893413
-14,-0.26991969866031285,30.096870234571416,0.31680557056901165,19.743616852272496
-13,0.6852244116158077,32.351312558721474,0.8989976059762267,20.922627253453943
-12,-0.2959771706381462,32.40161457387271,-1.3470455269974517,20.824691353165782
-11,-0.21897979762279318,34.6224701615821,-0.25058124282832406,23.9269411690036
