Qbin,mean,std,median,mad
-39,-62.9394279889007,77.31392146665421,-71.87757524003811,63.29780765214836
-38,16.604490119600488,37.71112796907702,16.49723668168151,23.022297210335715
-37,0.9791764902971771,24.04915718952336,3.197899398468106,17.40715932861361
-36,-0.8641769924940924,18.164798638909527,0.830339633278588,13.474540631746597
-35,-0.30824470807013127,15.521750633405476,-2.5647562390884904,11.899193878704114
-34,0.2691555913636596,18.717290005494473,0.051194236588968156,11.33113163267326
-33,0.006656846103778138,24.93279429605795,0.10595221574696634,14.61458194387508
-32,-0.553754381702672,28.587250301167472,-0.07513851528752236,18.48895336820474
-31,0.042266270043848704,23.137077461194835,-0.2556979345568844,16.24569169252359
-30,-0.2394980206728891,25.854681924360797,-1.0064650048538928,14.083239060060851
-29,0.44811026362243794,32.86091201999255,-0.43767136965493947,21.923571447300166
-28,-0.30582057289976144,25.622630058798094,1.1128816592544348,16.95827420889191
-27,0.2579076368134412,28.40144063267863,1.2004513741922285,19.914152752205737
-26,0.5083649282695722,30.648709320406,0.5466605316428802,18.866867592233785
-25,-0.7836903248799656,26.701026179577266,-1.138109885457097,18.221523023091905
-24,0.3431385452987694,25.945375304255425,1.142682604272234,18.23043628182903
-23,0.2593100202605879,26.208913473438912,-0.36704980977178836,18.116170587676194
-22,-0.25985602231226573,27.72548827814107,0.11659319555222092,18.956604228552983
-21,0.42212701908232897,29.320666847463645,1.1943970214838853,18.729857004560678
-20,-0.037956400305911034,30.590223706882366,-0.6593731147799734,20.220370969874615
-19,-0.04388888196112921,30.902022314270962,-1.2355062592057613,21.301231025397662
-18,0.11662002889510895,29.39933035454031,-1.3725902894981417,20.76639607568923
-17,-0.12983025156027697,30.832273539918255,0.5101337476919949,19.88110141996006
-16,-0.06908283472443462,33.288328067791035,0.6453163721353938,23.088188340901056
-15,-0.08582607611750978,30.753540591797933,-1.6170455897782012,19.452097328657793
-14,0.02237073796894291,31.77239220917814,-0.13665010797086463,21.505428526830155
-13,0.3814637475292199,32.739019011763986,0.3429643564318604,22.253562213443402
-12,-0.03803832386959527,31.064752878743114,0.21080811365830976,21.846380203598553
-11,-0.33660120053199116,32.75325437206268,1.5826219216431425,20.572812723760272
-10,0.3532948281090291,35.88299504810504,-1.322984979382487,23.448331869843063
-9,-0.30995444677950895,35.09007834899154,0.9356814834714591,23.37116672518696
-8,-0.39408178515525294,35.230773177589526,-2.4448184978878906,23.068043750515088
-7,0.12115704929957284,33.91049175434359,-0.7786694404090566,21.137297202322756
-6,0.1395163982899195,34.076755143668976,-0.37823775251694514,23.17409596754666
-5,-0.008035853954912965,33.13368018452852,0.23177202314861134,22.063864868508382
