Qbin,mean,std,median,mad
-39,-54.295111344314066,62.09993260912396,-38.64567788218904,51.94812203121781
-38,11.969843245821464,28.464890848739152,14.651403720032963,18.980708667676375
-37,1.773821789036454,22.907064131102935,2.9140947280818654,16.083322879585168
-36,-1.470660049004029,25.25687659628992,1.208740337499382,16.43090678562978
-35,0.3959816403432591,25.785738831668624,2.1830212974458654,14.912773889208996
-34,0.47137791130603285,23.73100315627646,1.2019300512149713,15.678639533952591
-33,-0.7636105118975698,27.07353092843093,-0.2684523478295473,18.832169051445
-32,0.6124761761325281,25.601764029852852,-0.5981778140892037,16.933123404926434
-31,-0.02619154730617717,25.412154365448792,-0.6047192469426994,16.731974917882535
-30,0.09913790582612898,26.128233390287395,-0.8029343024785117,18.165017462658227
-29,-0.12210202158433867,22.312922961140508,-1.180322920973323,14.825116903566743
-28,-0.5817553861070897,28.564945190371944,-2.581900680658123,20.62937492327018
-27,0.4750472366461185,26.697129358268004,-0.1957974333041106,17.82834416489569
-26,0.0682795554861533,27.338857091411324,0.5980125869972692,18.474023638693836
-25,-0.1623294921218091,26.612891068558945,-0.003567068712218069,16.836124894436956
-24,-0.07783387769113383,27.566038874625363,-0.943612709710549,18.467104563282767
-23,-0.6339985289058805,28.79317848710357,-0.6824512937716114,19.730161943411026
-22,0.5492036080746605,32.251109292469415,-1.035765083796681,20.520140050524212
-21,0.4957908452019492,27.465686210467247,-0.8185504829563042,18.72539011463478
-20,-0.4444173279294586,26.145160757916724,-0.309202665323009,17.781053180379253
-19,0.45348522704604816,28.015359331834915,-0.4402319887779478,19.05181381965191
-18,-0.12426488645816472,30.470703758714926,0.036260449035288245,18.966586900652178
-17,-0.27839867157186443,32.01695417093793,-2.0108510254644063,22.295931163624513
-16,0.7122917874234885,32.12334804261639,0.7632903000064606,21.22671443904244
-15,-0.23793012435220035,32.1786633104423,-2.5454099738601297,21.721808239628842
-14,-0.23068067371302448,32.08787624006459,-0.917257258920241,21.450671257877733
-13,0.2921265509553635,31.986143317719137,0.5979415002635686,20.728682212238738
-12,-0.031177836172392573,31.663513323629306,-1.8546182446627326,21.75428593747023
-11,-0.21095603938686433,30.259395076379658,0.6219230988400845,19.12596792180259
-10,-0.21724161548016369,34.140642810976786,0.19404381384097213,23.25927155395152
-9,0.0088488230382334,35.07996179555102,1.968318358443324,25.407026665334126
-8,-0.2107168748272896,34.76599243561542,0.8604391693653464,24.42336087002637
-7,-0.06382798033030819,32.981098493830636,-0.1135899037050121,23.144596839809466
-6,0.47816258405062306,32.64920136647452,-0.00413105637209199,22.196045178082485
-5,-0.17578528599366192,33.33948765092539,0.09625943431626727,22.29171823096464
-4,0.3138457436150586,34.905832599008775,-1.181830959802228,23.266423601367364
-3,-0.16420723242059393,32.62811597087945,0.9635303514148612,21.87653749768441
-2,0.0025294809470335035,33.30735791541587,-0.8589170463796236,21.57799662737333
-1,0.12184572963716218,30.37730954372489,0.8136024119727121,21.383349801511933
0,0.10944178294073634,32.124177517183604,-0.1039832920141005,21.12436323156801
1,-0.09655000057479461,32.77959368369675,0.9271401727855806,23.810825204136133
2,-0.6256128794433712,34.13607894023488,-0.8363692091052841,24.312151251688114
3,0.6559696314401907,33.69230132719499,1.2518834030014028,23.79827541772552
4,-0.3452261253330989,31.367652258643094,0.3740646362165104,19.66823810025391
5,0.13712632673824937,29.985499355666875,0.2670416679593963,19.337040988591397
6,-0.2536332745404509,31.808390164960507,0.1695336337344071,21.46670901955983
7,0.005291606524659161,33.09766431298754,-0.36631934350939144,21.421013861597896
8,0.31851478016707085,33.122773787816094,0.8472391146800842,21.08680330981982
9,-0.4438484353262376,31.91452229087115,1.4668543641185228,20.874878002403165
10,0.2277603429513789,32.646098809262945,0.3531196974680475,21.534825650065528
11,-0.7123727156019553,40.30955182874358,0.3010353334410407,21.94120255103404
12,-0.7998917676909735,167.13343455090705,0.5571953884536454,23.001691875568437
13,1.3796928529685795,132.7143776177967,0.036537476317908824,20.69916295721246
14,-0.03434061470971976,36.86995764825957,1.6773781790183782,22.676577151269033
15,0.18209944703303005,30.631086009704525,0.342901520361897,20.074035635690393
16,-0.06049655304260322,32.31007993570841,-0.823832227456861,22.154432280234182
17,-0.051566835563370744,33.489450768371746,-1.2009149554008105,23.082499794552298
18,0.032171273883867015,33.0674839964947,0.23411264679671628,23.170380468807856
19,0.07470025434329274,32.63031252367822,0.47588078129543754,22.33545622402759
20,-0.282454178393956,33.94915763765412,-0.19701185452369724,22.43210413441674
21,0.31282381371514306,33.75291268802038,-0.02763517114910652,22.245078245727534
22,-0.15198033867631372,31.3115069514679,0.24185028987151513,20.776089890932283
23,-0.15144728880513203,32.03708069597954,-0.24283674443251774,21.254711098679756
24,0.19686265946513617,32.71140891923006,0.5027745300232285,22.199001382082812
25,0.16651411389843437,32.40122076886626,-0.3539822049121307,20.494375876406863
26,-0.08321195575517763,32.33692701118632,-0.042930520118024784,21.83016927325715
27,0.26093074800205257,33.57465985045679,0.41302530817818983,22.38778570773131
28,-0.09970058704864121,31.426702740430922,-0.768757522187398,21.21580890937834
29,-0.039253879142894826,32.197697627613806,0.4386143378781817,21.036553605481778
30,-0.1762556448327012,29.16253980133224,-0.09797476759685386,19.951253961438088
31,-0.14362030648066174,30.341595501835943,0.4757554617899915,19.820671984575792
32,0.17984076946191938,30.632024822837028,-0.012787277089759463,20.14700405008301
33,-0.032919169741153685,31.18781394178112,-0.4273446082124306,19.92128957781152
34,0.0047768632168817314,31.364597686976406,0.021812650252096666,21.581192340310867
35,-0.08510302700166975,32.01326925003654,0.07812285911704833,21.7069460083087
36,0.22038794898487055,31.88173116117099,0.5460381209469239,20.843305960117416
37,0.03396203697485051,40.18272808289461,-0.05051002594107601,20.90740677638445
38,0.40830086064734605,101.55651790296191,0.9070573691431245,22.021597133751605
39,-0.041857434870090096,116.74204067786162,-0.31314881638183717,22.608184934026717
40,-0.45552366638630903,57.866330662331336,0.383274135613768,23.696735245130437
41,-0.12951007500991477,34.04935276488934,0.1757281744821393,22.64353302223282
42,0.2829149378759791,32.88112711680478,-0.5052127183283486,22.821181974201043
43,-0.26067538090884407,33.407077636307584,-0.7621141146036746,22.39961453828063
44,-0.09136278445082696,33.33992370558644,-0.35437589534707215,21.46010236955976
45,0.31953545510509607,35.302624223036126,1.2587534947283494,22.97836081582057
46,0.06916938304566007,34.2774729615962,-0.05569079716010794,22.913840342046697
47,-0.13046902492143483,33.60976811383602,0.05950187256807473,21.599189106586643
48,-0.09102916658053634,37.43396754185645,0.5914923897881504,23.65160156542767
49,-0.030147555279235974,51.539940228271185,1.583124694377219,30.90954180016032
50,-0.320118379557914,53.7440045301981,0.36176480234971853,31.076165275595702
