spot_stat_label,area,medianQ,Qbin,intensity_sum,intensity_max,intensity_mean,on_arc
0,24852,5.129475976302653,351,528266560.0,329354.2,21256.5,1
1,164,6.489936584329863,454,747161.3,5143.527,4555.862,0
2,257,6.457058338254494,452,1206923.8,5258.8926,4696.201,0
3,20,6.554448263382386,459,123063.16,11497.717,6153.1577,1
4,51,6.3147528818347745,441,248679.55,5327.24,4876.0693,1
5,12,6.5473948354489515,459,57280.06,6108.9966,4773.3384,1
6,4,6.54489278229634,459,17414.223,4637.5107,4353.5557,0
7,63,6.542170574361846,458,310880.34,6828.4575,4934.6084,1
8,8,6.54178525849532,458,37755.8,5258.508,4719.475,1
9,9,6.5540775670604035,459,39100.543,4732.2876,4344.505,0
10,5,6.568103432083717,460,21951.512,4615.834,4390.3022,1
11,12,6.218507226970999,434,92973.555,14518.766,7747.7964,1
12,51,6.217552049389682,434,450622.6,29785.436,8835.737,1
13,10,6.210012408605387,433,74057.29,12355.698,7405.729,1
14,20,6.2083988585053085,433,141949.42,12701.048,7097.471,1
15,4,6.493587009574539,455,17445.373,4548.614,4361.3433,0
16,8,6.491155290899377,454,34775.926,4621.8047,4346.9907,0
17,30,6.539494658758997,458,137032.27,5310.251,4567.742,1
18,20,6.446791312631932,451,89728.06,4788.1357,4486.4033,1
19,6,6.555198073629131,459,26509.582,4649.5503,4418.2637,0
20,39,6.371966584459405,445,172185.3,4943.8438,4415.008,0
21,4,6.587160157026667,462,18487.379,4771.2397,4621.8447,1
22,49,6.076247566210818,423,234030.86,5151.8984,4776.14,0
23,4,6.609079733892989,463,17707.256,4594.4824,4426.814,0
24,7,6.377892237018251,446,31802.621,4823.28,4543.2314,0
25,4,6.59458695221039,462,17438.148,4659.8433,4359.537,0
26,8,6.440947141326509,451,36015.383,4693.561,4501.923,1
27,5,6.4216066444547515,449,21785.246,4584.9014,4357.0493,0
28,8,6.571924192317459,461,35812.52,4737.287,4476.565,1
29,7,6.487308461090042,454,31250.34,4653.154,4464.3345,0
30,4,6.416668738879828,449,17417.33,4543.437,4354.3325,0
31,24,6.4379541962158635,450,104785.45,4818.8545,4366.0605,1
32,4,6.516749583410807,456,18102.125,4687.705,4525.5312,0
33,920,6.253519387708877,436,4476157.0,6074.7656,4865.388,0
34,4,6.474348925761234,453,17664.03,4529.645,4416.0073,0
35,29,6.54700630503005,459,149449.34,8907.36,5153.426,1
36,11,6.385852952753659,447,47987.758,4799.792,4362.5234,0
37,4,6.437595302169376,450,18240.432,4636.5933,4560.108,0
38,23,6.460888299967688,452,100253.36,4808.4766,4358.842,0
39,4,6.329251814237323,442,19012.688,4860.0996,4753.172,0
40,7,6.551181817696566,459,32629.707,4979.5835,4661.3867,1
41,4,6.481850573873219,454,17729.059,4665.093,4432.2646,1
42,10,6.290531908538323,439,47892.793,5096.1733,4789.2793,0
43,19,6.552164898363321,459,100750.74,7034.706,5302.6704,1
44,20,6.334985937027256,443,95083.4,4992.1,4754.17,1
45,7,6.377235320535489,446,32017.822,4804.47,4573.9746,1
46,14,6.437641625973506,450,62001.97,4683.1025,4428.712,1
47,113,6.002188641234124,417,549786.9,5425.165,4865.3706,0
48,44,6.364840458592658,445,196611.73,4914.9336,4468.4487,0
49,4,6.45868181398246,452,17341.82,4651.512,4335.455,0
50,21,6.402767298524904,448,92874.125,4719.4653,4422.577,1
51,8,6.401030204294582,447,35074.65,4629.6675,4384.331,0
52,40,5.919083191550815,411,203059.23,5512.5225,5076.481,0
53,12,6.323014496909289,442,56778.816,5022.3022,4731.568,0
54,4,6.124679126024764,426,18523.098,4959.1787,4630.7744,0
55,9,6.150417530962037,429,42108.363,5104.3125,4678.707,0
